filename,status,volume_rate(%),duration(s),memory(KB)
br06_094.json,partial,83.82,0.003,285
br06_095.json,partial,80.41,0.003,323
br06_096.json,partial,82.83,0.003,272
br06_097.json,partial,86.34,0.004,312
br06_098.json,partial,81.41,0.004,309
br06_099.json,partial,83.76,0.002,247
br06_100.json,partial,84.64,0.003,299
br07_001.json,partial,81.78,0.001,271
br07_002.json,partial,83.79,0.003,295
br07_003.json,partial,81.63,0.003,283
br07_004.json,partial,83.22,0.003,321
br07_005.json,partial,83.17,0.002,269
br07_006.json,partial,80.56,0.003,354
br07_007.json,partial,82.81,0.002,267
br07_008.json,partial,81.59,0.002,280
br07_009.json,partial,79.35,0.003,277
br07_010.json,partial,79.68,0.003,286
br07_011.json,partial,82.40,0.005,311
br07_012.json,partial,81.59,0.004,318
br07_013.json,partial,81.79,0.004,371
br07_014.json,partial,83.85,0.003,269
br07_015.json,partial,83.15,0.002,276
br07_016.json,partial,86.46,0.002,277
br07_017.json,partial,83.10,0.002,291
br07_018.json,partial,78.39,0.002,247
br07_019.json,partial,85.11,0.003,304
br07_020.json,partial,83.58,0.003,292
br07_021.json,partial,81.23,0.002,279
br07_022.json,partial,84.12,0.003,276
br07_023.json,partial,81.12,0.005,333
br07_024.json,partial,81.63,0.001,252
br07_025.json,partial,74.46,0.004,269
br07_026.json,partial,85.32,0.003,354
br07_027.json,partial,85.82,0.002,282
br07_028.json,partial,84.26,0.003,334
br07_029.json,partial,84.60,0.003,268
br07_030.json,partial,81.27,0.003,304
br07_031.json,partial,78.01,0.004,348
br07_032.json,partial,83.91,0.005,339
br07_033.json,partial,84.35,0.003,328
br07_034.json,partial,81.67,0.002,244
br07_035.json,partial,83.56,0.005,365
br07_036.json,partial,80.93,0.003,282
br07_037.json,partial,81.24,0.002,250
br07_038.json,partial,80.79,0.002,250
br07_039.json,partial,80.99,0.004,352
br07_040.json,partial,83.43,0.002,278
br07_041.json,partial,82.70,0.002,276
br07_042.json,partial,80.43,0.002,242
br07_043.json,partial,83.45,0.002,229
br07_044.json,partial,79.37,0.004,330
br07_045.json,partial,81.90,0.003,301
br07_046.json,partial,80.40,0.002,267
br07_047.json,partial,83.99,0.005,340
br07_048.json,partial,81.12,0.002,268
br07_049.json,partial,89.49,0.004,296
br07_050.json,partial,83.73,0.003,324
br07_051.json,partial,83.42,0.004,363
br07_052.json,partial,79.83,0.003,298
br07_053.json,partial,84.53,0.002,269
br07_054.json,partial,79.80,0.003,305
br07_055.json,partial,78.52,0.004,305
br07_056.json,partial,81.98,0.004,340
br07_057.json,partial,82.11,0.003,263
br07_058.json,partial,84.38,0.002,263
br07_059.json,partial,81.28,0.002,274
br07_060.json,partial,76.37,0.002,276
br07_061.json,partial,79.27,0.002,229
br07_062.json,partial,78.79,0.002,269
br07_063.json,partial,85.38,0.002,256
br07_064.json,partial,87.12,0.002,256
br07_065.json,partial,82.40,0.004,357
br07_066.json,partial,83.47,0.002,260
br07_067.json,partial,78.39,0.004,349
br07_068.json,partial,83.78,0.002,250
br07_069.json,partial,78.56,0.003,329
br07_070.json,partial,74.38,0.002,245
br07_071.json,partial,81.25,0.002,287
br07_072.json,partial,77.78,0.003,284
br07_073.json,partial,81.25,0.002,272
br07_074.json,partial,81.72,0.002,251
br07_075.json,partial,85.02,0.002,286
br07_076.json,partial,86.37,0.002,246
br07_077.json,partial,81.39,0.004,337
br07_078.json,partial,82.34,0.003,312
br07_079.json,partial,80.86,0.004,358
br07_080.json,partial,84.57,0.002,277
br07_081.json,partial,77.63,0.003,248
br07_082.json,partial,80.72,0.002,286
br07_083.json,partial,79.42,0.003,305
br07_084.json,partial,84.33,0.004,340
br07_085.json,partial,82.95,0.002,261
br07_086.json,partial,83.38,0.003,303
br07_087.json,partial,85.44,0.002,259
br07_088.json,partial,80.05,0.004,309
br07_089.json,partial,81.51,0.003,252
br07_090.json,partial,83.74,0.002,231
br07_091.json,partial,82.49,0.002,258
br07_092.json,partial,86.36,0.002,267
br07_093.json,partial,85.96,0.002,226
br07_094.json,partial,83.33,0.003,281
br07_095.json,partial,76.48,0.003,308
br07_096.json,partial,83.31,0.003,322
br07_097.json,partial,82.92,0.002,283
br07_098.json,partial,83.07,0.005,324
br07_099.json,partial,83.77,0.003,322
br07_100.json,partial,83.38,0.002,283
br08_001.json,partial,80.70,0.002,347
br08_002.json,partial,84.62,0.003,321
br08_003.json,partial,79.11,0.003,318
br08_004.json,partial,81.44,0.003,344
br08_005.json,partial,82.82,0.003,342
br08_006.json,partial,81.28,0.004,383
br08_007.json,partial,83.07,0.002,274
br08_008.json,partial,81.16,0.003,325
br08_009.json,partial,78.37,0.003,276
br08_010.json,partial,81.64,0.003,360
br08_011.json,partial,85.17,0.002,316
br08_012.json,partial,81.42,0.002,321
br08_013.json,partial,81.62,0.004,368
br08_014.json,partial,81.94,0.002,308
br08_015.json,partial,82.24,0.002,284
br08_016.json,partial,82.96,0.002,289
br08_017.json,partial,83.83,0.003,298
br08_018.json,partial,81.87,0.002,254
br08_019.json,partial,87.11,0.004,321
br08_020.json,partial,80.18,0.005,338
br08_021.json,partial,82.06,0.004,291
br08_022.json,partial,82.71,0.003,301
br08_023.json,partial,85.23,0.003,311
br08_024.json,partial,80.07,0.002,303
br08_025.json,partial,80.25,0.003,303
br08_026.json,partial,84.15,0.004,365
br08_027.json,partial,85.05,0.003,321
br08_028.json,partial,85.69,0.002,296
br08_029.json,partial,81.60,0.002,298
br08_030.json,partial,85.54,0.002,289
br08_031.json,partial,76.13,0.004,338
br08_032.json,partial,82.23,0.004,387
br08_033.json,partial,83.47,0.002,319
br08_034.json,partial,81.92,0.002,275
br08_035.json,partial,82.38,0.005,338
br08_036.json,partial,84.22,0.002,291
br08_037.json,partial,83.55,0.002,263
br08_038.json,partial,82.99,0.002,286
br08_039.json,partial,79.47,0.004,360
br08_040.json,partial,82.34,0.002,294
br08_041.json,partial,86.17,0.002,289
br08_042.json,partial,83.27,0.002,287
br08_043.json,partial,83.20,0.002,269
br08_044.json,partial,83.47,0.003,370
br08_045.json,partial,85.92,0.003,329
br08_046.json,partial,79.97,0.002,284
br08_047.json,partial,83.14,0.003,320
br08_048.json,partial,82.42,0.002,288
br08_049.json,partial,84.49,0.002,287
br08_050.json,partial,82.54,0.003,308
br08_051.json,partial,82.66,0.003,356
br08_052.json,partial,83.70,0.002,306
br08_053.json,partial,82.85,0.003,309
br08_054.json,partial,82.86,0.003,312
br08_055.json,partial,78.06,0.004,350
br08_056.json,partial,82.40,0.002,310
br08_057.json,partial,81.53,0.002,262
br08_058.json,partial,86.12,0.003,308
br08_059.json,partial,80.38,0.003,302
br08_060.json,partial,83.59,0.003,329
br08_061.json,partial,82.85,0.002,261
br08_062.json,partial,78.70,0.002,306
br08_063.json,partial,82.91,0.002,290
br08_064.json,partial,81.63,0.002,333
br08_065.json,partial,81.45,0.003,302
br08_066.json,partial,83.70,0.002,302
br08_067.json,partial,80.01,0.003,316
br08_068.json,partial,81.70,0.002,290
br08_069.json,partial,81.32,0.002,305
br08_070.json,partial,74.17,0.002,283
br08_071.json,partial,84.49,0.004,311
br08_072.json,partial,79.30,0.003,318
br08_073.json,partial,83.93,0.003,317
br08_074.json,partial,80.18,0.002,275
br08_075.json,partial,83.51,0.002,307
br08_076.json,partial,83.98,0.002,311
br08_077.json,partial,83.53,0.003,344
br08_078.json,partial,77.10,0.004,363
br08_079.json,partial,79.98,0.004,387
br08_080.json,partial,84.81,0.002,313
br08_081.json,partial,76.32,0.003,260
br08_082.json,partial,81.71,0.002,315
br08_083.json,partial,79.50,0.003,298
br08_084.json,partial,82.40,0.003,348
br08_085.json,partial,82.78,0.002,313
br08_086.json,partial,80.81,0.004,342
br08_087.json,partial,79.28,0.002,295
br08_088.json,partial,79.76,0.003,336
br08_089.json,partial,84.03,0.002,278
br08_090.json,partial,86.36,0.002,294
br08_091.json,partial,83.60,0.002,296
br08_092.json,partial,84.51,0.003,318
br08_093.json,partial,87.22,0.001,254
br08_094.json,partial,82.95,0.003,337
br08_095.json,partial,78.44,0.003,309
br08_096.json,partial,84.02,0.003,302
br08_097.json,partial,80.55,0.002,298
br08_098.json,partial,83.62,0.003,316
br08_099.json,partial,82.16,0.004,345
br08_100.json,partial,82.71,0.002,301
br09_001.json,partial,82.50,0.003,370
br09_002.json,partial,83.85,0.003,323
br09_003.json,partial,81.74,0.003,324
br09_004.json,partial,82.20,0.002,345
br09_005.json,partial,81.34,0.004,350
br09_006.json,partial,83.59,0.003,379
br09_007.json,partial,81.87,0.002,334
br09_008.json,partial,81.00,0.002,307
br09_009.json,partial,80.69,0.002,288
br09_010.json,partial,80.75,0.002,301
br09_011.json,partial,85.34,0.002,318
br09_012.json,partial,82.91,0.002,304
br09_013.json,partial,81.64,0.003,385
br09_014.json,partial,82.45,0.003,320
br09_015.json,partial,81.51,0.002,316
br09_016.json,partial,82.28,0.002,318
br09_017.json,partial,84.18,0.002,330
br09_018.json,partial,80.88,0.002,292
br09_019.json,partial,86.00,0.003,335
br09_020.json,partial,83.81,0.003,334
br09_021.json,partial,83.09,0.002,298
br09_022.json,partial,80.00,0.002,324
br09_023.json,partial,81.89,0.002,318
br09_024.json,partial,82.90,0.002,285
br09_025.json,partial,83.81,0.002,328
br09_026.json,partial,82.59,0.004,368
br09_027.json,partial,83.49,0.002,325
br09_028.json,partial,80.90,0.002,305
br09_029.json,partial,80.88,0.003,333
br09_030.json,partial,79.49,0.003,313
br09_031.json,partial,78.01,0.003,329
br09_032.json,partial,82.79,0.003,376
br09_033.json,partial,83.89,0.003,348
br09_034.json,partial,82.84,0.003,310
br09_035.json,partial,83.27,0.003,335
br09_036.json,partial,80.84,0.003,326
br09_037.json,partial,81.62,0.003,315
br09_038.json,partial,82.90,0.002,299
br09_039.json,partial,81.54,0.004,374
br09_040.json,partial,81.31,0.002,301
br09_041.json,partial,82.86,0.003,310
br09_042.json,partial,82.01,0.003,330
br09_043.json,partial,82.31,0.002,281
br09_044.json,partial,80.23,0.004,410
br09_045.json,partial,83.19,0.005,322
br09_046.json,partial,75.97,0.003,325
br09_047.json,partial,82.52,0.005,326
br09_048.json,partial,79.26,0.004,301
br09_049.json,partial,83.84,0.002,309
br09_050.json,partial,80.75,0.003,351
br09_051.json,partial,84.01,0.003,368
br09_052.json,partial,82.33,0.002,318
br09_053.json,partial,84.18,0.002,310
br09_054.json,partial,80.17,0.003,371
br09_055.json,partial,83.11,0.002,343
br09_056.json,partial,84.32,0.002,314
br09_057.json,partial,80.73,0.002,301
br09_058.json,partial,83.36,0.003,369
br09_059.json,partial,80.47,0.003,340
br09_060.json,partial,77.61,0.003,339
br09_061.json,partial,84.35,0.002,276
br09_062.json,partial,82.37,0.002,315
br09_063.json,partial,82.32,0.002,309
br09_064.json,partial,84.90,0.003,341
br09_065.json,partial,77.59,0.003,331
br09_066.json,partial,83.16,0.002,304
br09_067.json,partial,82.05,0.003,313
br09_068.json,partial,80.61,0.002,311
br09_069.json,partial,81.61,0.003,326
br09_070.json,partial,80.39,0.002,338
br09_071.json,partial,85.59,0.004,376
br09_072.json,partial,82.65,0.002,305
br09_073.json,partial,83.55,0.002,318
br09_074.json,partial,83.06,0.003,304
br09_075.json,partial,85.11,0.003,369
br09_076.json,partial,82.77,0.002,321
br09_077.json,partial,80.72,0.004,375
br09_078.json,partial,80.48,0.004,366
br09_079.json,partial,81.76,0.004,365
br09_080.json,partial,83.58,0.002,306
br09_081.json,partial,77.63,0.002,294
br09_082.json,partial,80.78,0.002,319
br09_083.json,partial,80.17,0.004,347
br09_084.json,partial,80.94,0.004,377
br09_085.json,partial,81.56,0.002,315
br09_086.json,partial,82.40,0.003,350
br09_087.json,partial,81.87,0.003,311
br09_088.json,partial,81.51,0.004,377
br09_089.json,partial,84.60,0.003,309
br09_090.json,partial,85.06,0.002,308
br09_091.json,partial,81.84,0.002,302
br09_092.json,partial,81.43,0.003,323
br09_093.json,partial,84.46,0.002,309
br09_094.json,partial,83.49,0.003,341
br09_095.json,partial,82.13,0.003,342
br09_096.json,partial,82.35,0.003,363
br09_097.json,partial,82.65,0.002,327
br09_098.json,partial,80.66,0.003,369
br09_099.json,partial,83.68,0.005,378
br09_100.json,partial,79.33,0.003,317
br10_001.json,partial,84.07,0.005,362
br10_002.json,partial,84.58,0.002,349
br10_003.json,partial,78.74,0.003,353
br10_004.json,partial,84.12,0.003,339
br10_005.json,partial,84.71,0.003,359
br10_006.json,partial,83.11,0.004,417
br10_007.json,partial,82.00,0.002,338
br10_008.json,partial,81.13,0.002,342
br10_009.json,partial,82.86,0.002,320
br10_010.json,partial,83.67,0.002,350
br10_011.json,partial,80.79,0.002,341
br10_012.json,partial,83.55,0.002,341
br10_013.json,partial,80.58,0.003,402
br10_014.json,partial,79.68,0.003,321
br10_015.json,partial,82.12,0.003,331
br10_016.json,partial,85.20,0.003,359
br10_017.json,partial,82.63,0.005,357
br10_018.json,partial,83.33,0.002,324
br10_019.json,partial,84.83,0.004,336
br10_020.json,partial,82.81,0.002,352
br10_021.json,partial,78.19,0.002,316
br10_022.json,partial,81.84,0.004,349
br10_023.json,partial,82.58,0.002,335
br10_024.json,partial,84.12,0.002,323
br10_025.json,partial,83.04,0.003,355
br10_026.json,partial,78.60,0.003,383
br10_027.json,partial,83.14,0.003,390
br10_028.json,partial,84.11,0.002,346
br10_029.json,partial,79.93,0.003,360
br10_030.json,partial,82.20,0.004,368
br10_031.json,partial,80.76,0.003,358
br10_032.json,partial,79.83,0.003,383
br10_033.json,partial,81.40,0.004,394
br10_034.json,partial,83.61,0.002,342
br10_035.json,partial,83.89,0.002,348
br10_036.json,partial,82.67,0.003,340
br10_037.json,partial,83.95,0.002,342
br10_038.json,partial,84.22,0.002,344
br10_039.json,partial,80.97,0.004,407
br10_040.json,partial,82.37,0.002,327
br10_041.json,partial,81.34,0.003,340
br10_042.json,partial,85.03,0.002,360
br10_043.json,partial,84.41,0.002,324
br10_044.json,partial,79.59,0.004,402
br10_045.json,partial,81.67,0.003,365
br10_046.json,partial,82.66,0.002,359
br10_047.json,partial,81.41,0.003,373
br10_048.json,partial,81.51,0.003,339
br10_049.json,partial,83.56,0.002,333
br10_050.json,partial,81.34,0.003,356
br10_051.json,partial,85.12,0.004,375
br10_052.json,partial,84.04,0.002,329
br10_053.json,partial,82.45,0.003,354
br10_054.json,partial,79.26,0.004,385
br10_055.json,partial,79.27,0.005,385
br10_056.json,partial,83.88,0.003,360
br10_057.json,partial,84.86,0.004,312
br10_058.json,partial,84.66,0.005,399
br10_059.json,partial,81.82,0.004,340
br10_060.json,partial,79.19,0.004,386
br10_061.json,partial,82.29,0.002,302
br10_062.json,partial,78.33,0.003,322
br10_063.json,partial,81.44,0.002,332
br10_064.json,partial,81.81,0.003,355
br10_065.json,partial,81.53,0.005,351
br10_066.json,partial,84.21,0.002,341
br10_067.json,partial,81.82,0.003,334
br10_068.json,partial,80.39,0.002,327
br10_069.json,partial,82.88,0.003,378
br10_070.json,partial,81.76,0.003,371
br10_071.json,partial,83.58,0.004,366
br10_072.json,partial,82.49,0.002,331
br10_073.json,partial,80.08,0.003,351
br10_074.json,partial,81.65,0.002,337
br10_075.json,partial,81.47,0.003,359
br10_076.json,partial,82.75,0.003,333
br10_077.json,partial,83.82,0.004,392
br10_078.json,partial,84.29,0.002,352
br10_079.json,partial,82.79,0.004,395
br10_080.json,partial,84.39,0.002,341
br10_081.json,partial,76.72,0.002,311
br10_082.json,partial,80.42,0.003,350
br10_083.json,partial,79.22,0.004,377
br10_084.json,partial,82.79,0.003,384
br10_085.json,partial,81.16,0.003,349
br10_086.json,partial,81.95,0.004,384
br10_087.json,partial,82.07,0.003,356
br10_088.json,partial,83.48,0.003,356
br10_089.json,partial,81.96,0.002,345
br10_090.json,partial,84.01,0.002,314
br10_091.json,partial,80.64,0.002,324
br10_092.json,partial,85.83,0.003,347
br10_093.json,partial,85.08,0.003,347
br10_094.json,partial,81.00,0.003,385
br10_095.json,partial,76.85,0.003,353
br10_096.json,partial,80.43,0.003,359
br10_097.json,partial,81.06,0.003,378
br10_098.json,partial,82.86,0.004,407
br10_099.json,partial,81.59,0.003,383
br10_100.json,partial,79.45,0.002,336
br11_001.json,partial,84.00,0.003,367
br11_002.json,partial,83.00,0.004,391
br11_003.json,partial,80.94,0.003,361
br11_004.json,partial,82.83,0.003,367
br11_005.json,partial,81.79,0.004,375
br11_006.json,partial,81.23,0.004,425
br11_007.json,partial,82.07,0.002,347
br11_008.json,partial,81.36,0.002,371
br11_009.json,partial,83.64,0.002,344
br11_010.json,partial,83.39,0.003,351
br11_011.json,partial,82.81,0.002,358
br11_012.json,partial,81.13,0.003,364
br11_013.json,partial,80.43,0.004,405
br11_014.json,partial,82.53,0.002,360
br11_015.json,partial,82.34,0.003,375
br11_016.json,partial,80.58,0.002,347
br11_017.json,partial,83.08,0.004,382
br11_018.json,partial,82.08,0.002,335
br11_019.json,partial,84.39,0.003,362
br11_020.json,partial,82.92,0.003,398
br11_021.json,partial,81.12,0.002,357
br11_022.json,partial,82.85,0.002,365
br11_023.json,partial,83.27,0.002,354
br11_024.json,partial,82.15,0.002,343
br11_025.json,partial,82.95,0.004,393
br11_026.json,partial,82.58,0.003,412
br11_027.json,partial,85.49,0.002,356
br11_028.json,partial,85.34,0.003,370
br11_029.json,partial,81.87,0.003,384
br11_030.json,partial,83.15,0.003,381
br11_031.json,partial,81.84,0.003,380
br11_032.json,partial,79.16,0.003,394
br11_033.json,partial,80.68,0.003,390
br11_034.json,partial,83.21,0.003,358
br11_035.json,partial,82.96,0.003,358
br11_036.json,partial,80.82,0.003,409
br11_037.json,partial,80.73,0.002,364
br11_038.json,partial,81.74,0.003,366
br11_039.json,partial,82.34,0.004,406
br11_040.json,partial,81.94,0.002,341
br11_041.json,partial,81.80,0.004,372
br11_042.json,partial,81.98,0.004,370
br11_043.json,partial,81.19,0.003,359
br11_044.json,partial,81.13,0.003,409
br11_045.json,partial,83.08,0.003,392
br11_046.json,partial,80.52,0.002,353
br11_047.json,partial,82.05,0.004,387
br11_048.json,partial,82.72,0.003,358
br11_049.json,partial,83.21,0.002,349
br11_050.json,partial,82.81,0.003,379
br11_051.json,partial,81.45,0.005,420
br11_052.json,partial,81.12,0.002,365
br11_053.json,partial,81.18,0.003,379
br11_054.json,partial,81.13,0.006,435
br11_055.json,partial,82.01,0.003,398
br11_056.json,partial,84.28,0.002,383
br11_057.json,partial,84.41,0.003,346
br11_058.json,partial,83.14,0.003,373
br11_059.json,partial,84.12,0.003,378
br11_060.json,partial,80.65,0.005,408
br11_061.json,partial,85.23,0.002,333
br11_062.json,partial,80.11,0.003,369
br11_063.json,partial,80.43,0.002,344
br11_064.json,partial,80.77,0.003,369
br11_065.json,partial,83.43,0.003,358
br11_066.json,partial,84.67,0.004,384
br11_067.json,partial,82.11,0.004,357
br11_068.json,partial,81.33,0.003,345
br11_069.json,partial,80.42,0.003,407
br11_070.json,partial,80.42,0.003,382
br11_071.json,partial,84.53,0.005,378
br11_072.json,partial,82.08,0.004,355
br11_073.json,partial,82.33,0.003,366
br11_074.json,partial,82.76,0.003,355
br11_075.json,partial,83.16,0.003,390
br11_076.json,partial,83.02,0.003,368
br11_077.json,partial,81.04,0.003,412
br11_078.json,partial,78.82,0.003,387
br11_079.json,partial,80.43,0.004,407
br11_080.json,partial,79.98,0.003,373
br11_081.json,partial,79.75,0.002,339
br11_082.json,partial,82.19,0.004,358
br11_083.json,partial,78.66,0.004,395
br11_084.json,partial,79.46,0.003,404
br11_085.json,partial,81.08,0.003,375
br11_086.json,partial,79.14,0.003,373
br11_087.json,partial,82.91,0.004,371
br11_088.json,partial,80.36,0.002,366
br11_089.json,partial,81.61,0.003,362
br11_090.json,partial,79.90,0.003,338
br11_091.json,partial,82.56,0.002,351
br11_092.json,partial,82.32,0.003,375
br11_093.json,partial,83.37,0.002,348
br11_094.json,partial,85.34,0.004,426
br11_095.json,partial,79.78,0.003,386
br11_096.json,partial,82.48,0.005,387
br11_097.json,partial,82.50,0.002,371
br11_098.json,partial,80.77,0.004,426
br11_099.json,partial,83.53,0.003,408
br11_100.json,partial,83.05,0.002,370
br12_001.json,partial,82.10,0.003,401
br12_002.json,partial,83.29,0.003,405
br12_003.json,partial,78.50,0.003,384
br12_004.json,partial,84.43,0.004,395
br12_005.json,partial,81.51,0.004,400
br12_006.json,partial,80.31,0.005,446
br12_007.json,partial,81.84,0.004,373
br12_008.json,partial,83.34,0.002,385
br12_009.json,partial,83.58,0.004,369
br12_010.json,partial,82.47,0.002,387
br12_011.json,partial,82.49,0.003,381
br12_012.json,partial,82.99,0.003,384
br12_013.json,partial,81.60,0.003,410
br12_014.json,partial,82.33,0.002,372
br12_015.json,partial,81.11,0.003,374
br12_016.json,partial,81.21,0.002,385
br12_017.json,partial,81.48,0.003,404
br12_018.json,partial,80.46,0.003,371
br12_019.json,partial,85.68,0.003,382
br12_020.json,partial,82.82,0.003,440
br12_021.json,partial,82.63,0.003,388
br12_022.json,partial,80.29,0.004,404
br12_023.json,partial,84.41,0.003,374
br12_024.json,partial,82.68,0.002,371
br12_025.json,partial,82.28,0.005,408
br12_026.json,partial,81.45,0.005,432
br12_027.json,partial,82.75,0.005,384
br12_028.json,partial,82.34,0.004,404
br12_029.json,partial,81.07,0.004,402
br12_030.json,partial,81.79,0.004,408
br12_031.json,partial,79.71,0.003,410
br12_032.json,partial,83.32,0.005,424
br12_033.json,partial,82.79,0.003,406
br12_034.json,partial,83.14,0.002,364
br12_035.json,partial,81.41,0.003,397
br12_036.json,partial,81.21,0.004,402
br12_037.json,partial,81.61,0.003,389
br12_038.json,partial,82.62,0.003,377
br12_039.json,partial,79.49,0.004,438
br12_040.json,partial,81.06,0.003,384
br12_041.json,partial,83.38,0.003,405
br12_042.json,partial,82.26,0.003,403
br12_043.json,partial,84.01,0.002,373
br12_044.json,partial,82.79,0.003,457
br12_045.json,partial,83.33,0.003,398
br12_046.json,partial,82.27,0.003,384
br12_047.json,partial,79.97,0.003,398
br12_048.json,partial,81.26,0.004,394
br12_049.json,partial,84.86,0.003,381
br12_050.json,partial,81.10,0.004,431
br12_051.json,partial,81.96,0.004,442
br12_052.json,partial,80.70,0.002,374
br12_053.json,partial,80.78,0.003,434
br12_054.json,partial,82.34,0.004,454
br12_055.json,partial,79.67,0.004,424
br12_056.json,partial,82.59,0.003,405
br12_057.json,partial,82.10,0.004,382
br12_058.json,partial,84.31,0.003,401
br12_059.json,partial,82.94,0.003,394
br12_060.json,partial,84.34,0.003,414
br12_061.json,partial,81.83,0.002,378
br12_062.json,partial,79.74,0.003,398
br12_063.json,partial,80.56,0.002,373
br12_064.json,partial,81.83,0.003,408
br12_065.json,partial,83.61,0.003,405
br12_066.json,partial,83.25,0.003,396
br12_067.json,partial,83.14,0.003,374
br12_068.json,partial,80.73,0.003,368
br12_069.json,partial,83.04,0.003,412
br12_070.json,partial,82.12,0.002,396
br12_071.json,partial,82.93,0.003,437
br12_072.json,partial,82.69,0.002,377
br12_073.json,partial,81.45,0.003,385
br12_074.json,partial,81.98,0.002,388
br12_075.json,partial,84.56,0.004,414
br12_076.json,partial,82.49,0.003,400
br12_077.json,partial,83.52,0.003,437
br12_078.json,partial,80.17,0.004,399
br12_079.json,partial,81.85,0.004,431
br12_080.json,partial,81.44,0.004,408
br12_081.json,partial,80.74,0.002,368
br12_082.json,partial,81.98,0.002,393
br12_083.json,partial,84.92,0.003,398
br12_084.json,partial,80.75,0.004,431
br12_085.json,partial,82.33,0.003,403
br12_086.json,partial,82.57,0.003,400
br12_087.json,partial,80.28,0.004,396
br12_088.json,partial,79.86,0.003,388
br12_089.json,partial,83.42,0.003,382
br12_090.json,partial,82.95,0.003,377
br12_091.json,partial,83.65,0.002,374
br12_092.json,partial,83.01,0.003,399
br12_093.json,partial,82.77,0.002,371
br12_094.json,partial,80.70,0.005,434
br12_095.json,partial,78.35,0.003,411
br12_096.json,partial,83.20,0.003,400
br12_097.json,partial,80.66,0.004,404
br12_098.json,partial,80.03,0.004,448
br12_099.json,partial,82.53,0.003,418
br12_100.json,partial,77.48,0.003,385
br13_001.json,partial,79.92,0.003,406
br13_002.json,partial,84.09,0.004,435
br13_003.json,partial,78.96,0.003,413
br13_004.json,partial,84.74,0.003,408
br13_005.json,partial,82.34,0.003,430
br13_006.json,partial,81.71,0.004,482
br13_007.json,partial,82.98,0.003,403
br13_008.json,partial,81.93,0.003,416
br13_009.json,partial,84.22,0.003,399
br13_010.json,partial,82.81,0.003,412
br13_011.json,partial,84.37,0.003,398
br13_012.json,partial,84.44,0.003,407
br13_013.json,partial,83.21,0.003,436
br13_014.json,partial,82.24,0.005,411
br13_015.json,partial,83.04,0.003,419
br13_016.json,partial,83.31,0.003,408
br13_017.json,partial,84.38,0.003,417
br13_018.json,partial,81.94,0.002,384
br13_019.json,partial,86.05,0.003,396
br13_020.json,partial,79.55,0.003,439
br13_021.json,partial,82.80,0.003,405
br13_022.json,partial,80.61,0.003,412
br13_023.json,partial,80.71,0.002,391
br13_024.json,partial,82.57,0.004,389
br13_025.json,partial,83.37,0.005,443
br13_026.json,partial,81.52,0.004,447
br13_027.json,partial,82.17,0.003,417
br13_028.json,partial,83.15,0.003,411
br13_029.json,partial,80.87,0.002,414
br13_030.json,partial,81.38,0.003,420
br13_031.json,partial,79.55,0.003,415
br13_032.json,partial,82.47,0.004,455
br13_033.json,partial,79.32,0.003,412
br13_034.json,partial,82.57,0.003,384
br13_035.json,partial,83.59,0.003,426
br13_036.json,partial,82.81,0.003,434
br13_037.json,partial,82.26,0.003,409
br13_038.json,partial,81.80,0.003,411
br13_039.json,partial,80.18,0.004,459
br13_040.json,partial,83.31,0.003,422
br13_041.json,partial,81.34,0.003,413
br13_042.json,partial,82.78,0.003,406
br13_043.json,partial,84.42,0.002,398
br13_044.json,partial,84.11,0.004,441
br13_045.json,partial,80.74,0.003,410
br13_046.json,partial,82.11,0.003,408
br13_047.json,partial,83.28,0.003,416
br13_048.json,partial,81.88,0.005,423
br13_049.json,partial,84.03,0.004,396
br13_050.json,partial,79.19,0.004,451
br13_051.json,partial,83.20,0.004,441
br13_052.json,partial,80.29,0.002,415
br13_053.json,partial,83.53,0.003,437
br13_054.json,partial,82.68,0.004,487
br13_055.json,partial,81.94,0.004,441
br13_056.json,partial,84.85,0.003,419
br13_057.json,partial,82.87,0.003,410
br13_058.json,partial,82.77,0.003,412
br13_059.json,partial,80.03,0.003,417
br13_060.json,partial,81.23,0.003,451
br13_061.json,partial,83.19,0.002,387
br13_062.json,partial,81.09,0.003,428
br13_063.json,partial,81.91,0.003,405
br13_064.json,partial,83.14,0.005,430
br13_065.json,partial,82.00,0.004,411
br13_066.json,partial,84.79,0.003,407
br13_067.json,partial,81.05,0.002,393
br13_068.json,partial,82.05,0.003,402
br13_069.json,partial,80.54,0.003,427
br13_070.json,partial,82.10,0.003,425
br13_071.json,partial,81.77,0.003,433
br13_072.json,partial,79.41,0.003,402
br13_073.json,partial,81.59,0.003,407
br13_074.json,partial,82.89,0.002,405
br13_075.json,partial,82.67,0.005,463
br13_076.json,partial,84.29,0.003,413
br13_077.json,partial,83.24,0.003,437
br13_078.json,partial,82.26,0.003,441
br13_079.json,partial,81.39,0.004,449
br13_080.json,partial,81.23,0.003,449
br13_081.json,partial,79.23,0.002,385
br13_082.json,partial,83.59,0.002,406
br13_083.json,partial,82.14,0.004,417
br13_084.json,partial,81.88,0.003,431
br13_085.json,partial,81.96,0.003,461
br13_086.json,partial,84.04,0.005,433
br13_087.json,partial,81.58,0.004,434
br13_088.json,partial,82.16,0.003,420
br13_089.json,partial,83.81,0.004,420
br13_090.json,partial,82.01,0.002,397
br13_091.json,partial,83.69,0.002,397
